OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultParticleSizeBasisText,USGSPCode
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800345,5/18/08,10:00:00,PDT,USGS-12487010,NWIS-79897531,,,,Sediment,Bedload,80,%,,Accepted,,Actual,< 8 mm,80233
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800345,5/18/08,10:00:00,PDT,USGS-12487010,NWIS-79897534,,,,Sediment,Bedload,100,%,,Accepted,,Actual,< 64 mm,80236
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800345,5/18/08,10:00:00,PDT,USGS-12487010,NWIS-79897535,,,,Sediment,Bedload,100,%,,Accepted,,Actual,< 128 mm,80238
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897473,,,,Sediment,Bedload,772,tons/day,,Accepted,,Actual,,80225
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897474,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.0625 mm,80226
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897475,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.125 mm,80227
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897476,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.25 mm,80228
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897477,,,,Sediment,Bedload,5,%,,Accepted,,Actual,< 0.5 mm,80229
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897478,,,,Sediment,Bedload,36,%,,Accepted,,Actual,< 1 mm,80230
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897479,,,,Sediment,Bedload,46,%,,Accepted,,Actual,< 2 mm,80231
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897480,,,,Sediment,Bedload,52,%,,Accepted,,Actual,< 4 mm,80232
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897481,,,,Sediment,Bedload,59,%,,Accepted,,Actual,< 8 mm,80233
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897482,,,,Sediment,Bedload,65,%,,Accepted,,Actual,< 16 mm,80234
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897483,,,,Sediment,Bedload,72,%,,Accepted,,Actual,< 32 mm,80235
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897484,,,,Sediment,Bedload,87,%,,Accepted,,Actual,< 64 mm,80236
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800341,5/20/08,13:25:00,PDT,USGS-12499010,NWIS-79897485,,,,Sediment,Bedload,100,%,,Accepted,,Actual,< 128 mm,80238
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897548,,,,Sediment,Bedload,162,tons/day,,Accepted,,Actual,,80225
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897549,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.0625 mm,80226
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897550,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.125 mm,80227
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897551,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.25 mm,80228
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897552,,,,Sediment,Bedload,11,%,,Accepted,,Actual,< 0.5 mm,80229
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897553,,,,Sediment,Bedload,53,%,,Accepted,,Actual,< 1 mm,80230
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897554,,,,Sediment,Bedload,64,%,,Accepted,,Actual,< 2 mm,80231
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897555,,,,Sediment,Bedload,67,%,,Accepted,,Actual,< 4 mm,80232
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897556,,,,Sediment,Bedload,71,%,,Accepted,,Actual,< 8 mm,80233
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897557,,,,Sediment,Bedload,78,%,,Accepted,,Actual,< 16 mm,80234
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897558,,,,Sediment,Bedload,91,%,,Accepted,,Actual,< 32 mm,80235
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897559,,,,Sediment,Bedload,100,%,,Accepted,,Actual,< 64 mm,80236
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800347,5/20/08,9:30:00,PDT,USGS-12487010,NWIS-79897560,,,,Sediment,Bedload,100,%,,Accepted,,Actual,< 128 mm,80238
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897499,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.0625 mm,80226
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897498,,,,Sediment,Bedload,72,tons/day,,Accepted,,Actual,,80225
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897500,,,,Sediment,Bedload,1,%,,Accepted,,Actual,< 0.125 mm,80227
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897501,,,,Sediment,Bedload,2,%,,Accepted,,Actual,< 0.25 mm,80228
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897502,,,,Sediment,Bedload,18,%,,Accepted,,Actual,< 0.5 mm,80229
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897503,,,,Sediment,Bedload,67,%,,Accepted,,Actual,< 1 mm,80230
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897504,,,,Sediment,Bedload,75,%,,Accepted,,Actual,< 2 mm,80231
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897505,,,,Sediment,Bedload,79,%,,Accepted,,Actual,< 4 mm,80232
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897506,,,,Sediment,Bedload,82,%,,Accepted,,Actual,< 8 mm,80233
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897507,,,,Sediment,Bedload,87,%,,Accepted,,Actual,< 16 mm,80234
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897508,,,,Sediment,Bedload,94,%,,Accepted,,Actual,< 32 mm,80235
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897509,,,,Sediment,Bedload,100,%,,Accepted,,Actual,< 64 mm,80236
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800343,5/17/08,17:30:00,PDT,USGS-12487010,NWIS-79897510,,,,Sediment,Bedload,100,%,,Accepted,,Actual,< 128 mm,80238
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897468,,,,Sediment,Bedload,59,%,,Accepted,,Actual,< 32 mm,80235
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897458,,,,Sediment,Bedload,1430,tons/day,,Accepted,,Actual,,80225
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897459,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.0625 mm,80226
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897460,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.125 mm,80227
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897461,,,,Sediment,Bedload,1,%,,Accepted,,Actual,< 0.25 mm,80228
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897462,,,,Sediment,Bedload,8,%,,Accepted,,Actual,< 0.5 mm,80229
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897463,,,,Sediment,Bedload,34,%,,Accepted,,Actual,< 1 mm,80230
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897464,,,,Sediment,Bedload,40,%,,Accepted,,Actual,< 2 mm,80231
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897465,,,,Sediment,Bedload,43,%,,Accepted,,Actual,< 4 mm,80232
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897466,,,,Sediment,Bedload,47,%,,Accepted,,Actual,< 8 mm,80233
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897467,,,,Sediment,Bedload,50,%,,Accepted,,Actual,< 16 mm,80234
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897469,,,,Sediment,Bedload,82,%,,Accepted,,Actual,< 64 mm,80236
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800340,5/18/08,13:15:00,PDT,USGS-12499010,NWIS-79897470,,,,Sediment,Bedload,100,%,,Accepted,,Actual,< 128 mm,80238
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897435,,,,Sediment,Bedload,100,%,,Accepted,,Actual,< 128 mm,80238
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897423,,,,Sediment,Bedload,1310,tons/day,,Accepted,,Actual,,80225
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897424,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.0625 mm,80226
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897425,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.125 mm,80227
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897426,,,,Sediment,Bedload,0,%,,Accepted,,Actual,< 0.25 mm,80228
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897427,,,,Sediment,Bedload,7,%,,Accepted,,Actual,< 0.5 mm,80229
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897428,,,,Sediment,Bedload,32,%,,Accepted,,Actual,< 1 mm,80230
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897429,,,,Sediment,Bedload,40,%,,Accepted,,Actual,< 2 mm,80231
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897430,,,,Sediment,Bedload,45,%,,Accepted,,Actual,< 4 mm,80232
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897431,,,,Sediment,Bedload,48,%,,Accepted,,Actual,< 8 mm,80233
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897432,,,,Sediment,Bedload,52,%,,Accepted,,Actual,< 16 mm,80234
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897433,,,,Sediment,Bedload,67,%,,Accepted,,Actual,< 32 mm,80235
USGS-WA,USGS Washington Water Science Center,nwiswa.01.00800337,5/17/08,13:05:00,PDT,USGS-12499010,NWIS-79897434,,,,Sediment,Bedload,85,%,,Accepted,,Actual,< 64 mm,80236
,,,,,,,,,,,,,,,,,,,,
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029276,,,,Sediment,Bed Sediment,8,%,,Accepted,,Actual,< 0.004 mm,80157
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029277,,,,Sediment,Bed Sediment,70,%,,Accepted,,Actual,< 0.0625 mm,80164
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029278,,,,Sediment,Bed Sediment,83,%,,Accepted,,Actual,< 0.125 mm,80165
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029279,,,,Sediment,Bed Sediment,94,%,,Accepted,,Actual,< 0.25 mm,80166
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029280,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 0.5 mm,80167
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029281,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 1 mm,80168
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029282,,,,Sediment,Bed Sediment,23,%,,Accepted,,Actual,< 0.016 mm,80282
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029283,,,,Sediment,Bed Sediment,45,%,,Accepted,,Actual,< 0.031 mm,80283
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029284,,,,Sediment,Bed Sediment,12,%,,Accepted,,Actual,< 0.008 mm,80293
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802056,9/1/88,8:00:00,PDT,USGS-12503640,NWIS-70029285,,,,Sediment,Bed Sediment,7,%,,Accepted,,Actual,< 0.002 mm,80294
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802063,9/1/88,11:00:00,PDT,USGS-461652119522000,NWIS-70029447,,,,Sediment,Bed Sediment,3,%,,Accepted,,Actual,< 0.004 mm,80157
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802063,9/1/88,11:00:00,PDT,USGS-461652119522000,NWIS-70029448,,,,Sediment,Bed Sediment,28,%,,Accepted,,Actual,< 0.0625 mm,80164
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802063,9/1/88,11:00:00,PDT,USGS-461652119522000,NWIS-70029449,,,,Sediment,Bed Sediment,77,%,,Accepted,,Actual,< 0.125 mm,80165
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802063,9/1/88,11:00:00,PDT,USGS-461652119522000,NWIS-70029450,,,,Sediment,Bed Sediment,99,%,,Accepted,,Actual,< 0.25 mm,80166
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802063,9/1/88,11:00:00,PDT,USGS-461652119522000,NWIS-70029451,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 0.5 mm,80167
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802063,9/1/88,11:00:00,PDT,USGS-461652119522000,NWIS-70029452,,,,Sediment,Bed Sediment,4,%,,Accepted,,Actual,< 0.016 mm,80282
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802063,9/1/88,11:00:00,PDT,USGS-461652119522000,NWIS-70029453,,,,Sediment,Bed Sediment,11,%,,Accepted,,Actual,< 0.031 mm,80283
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802063,9/1/88,11:00:00,PDT,USGS-461652119522000,NWIS-70029454,,,,Sediment,Bed Sediment,3,%,,Accepted,,Actual,< 0.008 mm,80293
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802063,9/1/88,11:00:00,PDT,USGS-461652119522000,NWIS-70029455,,,,Sediment,Bed Sediment,3,%,,Accepted,,Actual,< 0.002 mm,80294
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014065,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 2 mm,80169
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014059,,,,Sediment,Bed Sediment,10,%,,Accepted,,Actual,< 0.004 mm,80157
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014060,,,,Sediment,Bed Sediment,36,%,,Accepted,,Actual,< 0.0625 mm,80164
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014061,,,,Sediment,Bed Sediment,44,%,,Accepted,,Actual,< 0.125 mm,80165
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014062,,,,Sediment,Bed Sediment,49,%,,Accepted,,Actual,< 0.25 mm,80166
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014063,,,,Sediment,Bed Sediment,62,%,,Accepted,,Actual,< 0.5 mm,80167
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014064,,,,Sediment,Bed Sediment,94,%,,Accepted,,Actual,< 1 mm,80168
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014066,,,,Sediment,Bed Sediment,18,%,,Accepted,,Actual,< 0.016 mm,80282
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014067,,,,Sediment,Bed Sediment,27,%,,Accepted,,Actual,< 0.031 mm,80283
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014068,,,,Sediment,Bed Sediment,11,%,,Accepted,,Actual,< 0.008 mm,80293
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801069,9/1/88,9:30:00,PDT,USGS-12507508,NWIS-70014069,,,,Sediment,Bed Sediment,9,%,,Accepted,,Actual,< 0.002 mm,80294
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801066,8/30/88,17:30:00,PDT,USGS-12500430,NWIS-70013806,,,,Sediment,Bed Sediment,11,%,,Accepted,,Actual,< 0.004 mm,80157
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801066,8/30/88,17:30:00,PDT,USGS-12500430,NWIS-70013807,,,,Sediment,Bed Sediment,87,%,,Accepted,,Actual,< 0.0625 mm,80164
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801066,8/30/88,17:30:00,PDT,USGS-12500430,NWIS-70013808,,,,Sediment,Bed Sediment,96,%,,Accepted,,Actual,< 0.125 mm,80165
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801066,8/30/88,17:30:00,PDT,USGS-12500430,NWIS-70013809,,,,Sediment,Bed Sediment,99,%,,Accepted,,Actual,< 0.25 mm,80166
